samples,ASV_ID,abundance
FLD0329_27_08_2013_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.011983393
FLD0329_27_08_2013_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.004906586
FLD0329_27_08_2013_1,Uncultured cyanophage clone BwC24 (ASV_6),0.068220419
FLD0329_27_08_2013_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.018871485
FLD0329_27_08_2013_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.004812229
FLD0329_27_08_2013_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.01283261
FLD0329_27_08_2013_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.028495943
FLD0329_27_08_2013_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.008680883
FLD0329_27_08_2013_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.008775241
FLD0329_27_08_2013_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.006510662
FLD0329_27_08_2013_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.090205699
FLD0329_27_08_2013_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.001604076
FLD0329_27_08_2013_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.146442725
FLD0329_27_08_2013_1,Synechococcus phage S-LKM3 (ASV_20),0.007454237
FLD0329_27_08_2013_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.009247028
FLD0329_27_08_2013_1,Unknown_ASV,0.310435931
FLD0330_17_09_2013_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.195497102
FLD0330_17_09_2013_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.005684351
FLD0330_17_09_2013_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.017554614
FLD0330_17_09_2013_1,Uncultured cyanophage clone BwC24 (ASV_6),0.076069996
FLD0330_17_09_2013_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.043189924
FLD0330_17_09_2013_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.011034329
FLD0330_17_09_2013_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.00785778
FLD0330_17_09_2013_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.017443156
FLD0330_17_09_2013_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.020341061
FLD0330_17_09_2013_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.092844405
FLD0330_17_09_2013_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.014545252
FLD0330_17_09_2013_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.184852876
FLD0330_17_09_2013_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.003176549
FLD0330_17_09_2013_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.041908159
FLD0330_17_09_2013_1,Synechococcus phage S-LKM3 (ASV_20),0.027418636
FLD0330_17_09_2013_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.037338386
FLD0330_17_09_2013_1,Unknown_ASV,0.203243424
FLD0331_17_09_2013_2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.283418006
FLD0331_17_09_2013_2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.007745482
FLD0331_17_09_2013_2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.012659282
FLD0331_17_09_2013_2,Uncultured cyanophage clone BwC24 (ASV_6),0.091196802
FLD0331_17_09_2013_2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.007662197
FLD0331_17_09_2013_2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.0094667
FLD0331_17_09_2013_2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.005274701
FLD0331_17_09_2013_2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.019099969
FLD0331_17_09_2013_2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.019544155
FLD0331_17_09_2013_2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.055301074
FLD0331_17_09_2013_2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.007967574
FLD0331_17_09_2013_2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.115543711
FLD0331_17_09_2013_2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.001943311
FLD0331_17_09_2013_2,Uncultured Myoviridae clone KUSW41 (ASV_19),0.092557119
FLD0331_17_09_2013_2,Synechococcus phage S-LKM3 (ASV_20),0.022653452
FLD0331_17_09_2013_2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.030426696
FLD0331_17_09_2013_2,Unknown_ASV,0.217539768
FLD0332_23_10_2013_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.611985861
FLD0332_23_10_2013_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.002289524
FLD0332_23_10_2013_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.006547237
FLD0332_23_10_2013_1,Uncultured cyanophage clone BwC24 (ASV_6),0.133515424
FLD0332_23_10_2013_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.016830013
FLD0332_23_10_2013_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.000723008
FLD0332_23_10_2013_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.001767352
FLD0332_23_10_2013_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.010122108
FLD0332_23_10_2013_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.009519602
FLD0332_23_10_2013_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.042737789
FLD0332_23_10_2013_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.000803342
FLD0332_23_10_2013_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.057318445
FLD0332_23_10_2013_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.001486183
FLD0332_23_10_2013_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.003976542
FLD0332_23_10_2013_1,Synechococcus phage S-LKM3 (ASV_20),0.004137211
FLD0332_23_10_2013_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.001887853
FLD0332_23_10_2013_1,Unknown_ASV,0.094352506
FLD0333_23_10_2013_2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.690037257
FLD0333_23_10_2013_2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.001499976
FLD0333_23_10_2013_2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.003822519
FLD0333_23_10_2013_2,Uncultured cyanophage clone BwC24 (ASV_6),0.127449557
FLD0333_23_10_2013_2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.01287076
FLD0333_23_10_2013_2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.000967726
FLD0333_23_10_2013_2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.002467702
FLD0333_23_10_2013_2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.007838583
FLD0333_23_10_2013_2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.008080515
FLD0333_23_10_2013_2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.025209271
FLD0333_23_10_2013_2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.000629022
FLD0333_23_10_2013_2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.030822084
FLD0333_23_10_2013_2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.000725795
FLD0333_23_10_2013_2,Uncultured Myoviridae clone KUSW41 (ASV_19),0.006870857
FLD0333_23_10_2013_2,Synechococcus phage S-LKM3 (ASV_20),0.002322543
FLD0333_23_10_2013_2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.000532249
FLD0333_23_10_2013_2,Unknown_ASV,0.077853583
FLD0334_19_03_2015_p1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.349514563
FLD0334_19_03_2015_p1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0
FLD0334_19_03_2015_p1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0
FLD0334_19_03_2015_p1,Uncultured cyanophage clone BwC24 (ASV_6),0.427184466
FLD0334_19_03_2015_p1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0
FLD0334_19_03_2015_p1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0
FLD0334_19_03_2015_p1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0334_19_03_2015_p1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0
FLD0334_19_03_2015_p1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0
FLD0334_19_03_2015_p1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0
FLD0334_19_03_2015_p1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0
FLD0334_19_03_2015_p1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0
FLD0334_19_03_2015_p1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0334_19_03_2015_p1,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0334_19_03_2015_p1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0334_19_03_2015_p1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0
FLD0334_19_03_2015_p1,Unknown_ASV,0.223300971
FLD0335_19_03_2015_p2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.061728395
FLD0335_19_03_2015_p2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.043209877
FLD0335_19_03_2015_p2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0
FLD0335_19_03_2015_p2,Uncultured cyanophage clone BwC24 (ASV_6),0.512345679
FLD0335_19_03_2015_p2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0
FLD0335_19_03_2015_p2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.061728395
FLD0335_19_03_2015_p2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0335_19_03_2015_p2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0
FLD0335_19_03_2015_p2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0
FLD0335_19_03_2015_p2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.067901235
FLD0335_19_03_2015_p2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0
FLD0335_19_03_2015_p2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0
FLD0335_19_03_2015_p2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0335_19_03_2015_p2,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0335_19_03_2015_p2,Synechococcus phage S-LKM3 (ASV_20),0
FLD0335_19_03_2015_p2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0
FLD0335_19_03_2015_p2,Unknown_ASV,0.25308642
FLD0336_19_03_2015_L1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0
FLD0336_19_03_2015_L1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0
FLD0336_19_03_2015_L1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0
FLD0336_19_03_2015_L1,Uncultured cyanophage clone BwC24 (ASV_6),0.238636364
FLD0336_19_03_2015_L1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.227272727
FLD0336_19_03_2015_L1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0
FLD0336_19_03_2015_L1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0336_19_03_2015_L1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0
FLD0336_19_03_2015_L1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0
FLD0336_19_03_2015_L1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.340909091
FLD0336_19_03_2015_L1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0
FLD0336_19_03_2015_L1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0
FLD0336_19_03_2015_L1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0336_19_03_2015_L1,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0336_19_03_2015_L1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0336_19_03_2015_L1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0
FLD0336_19_03_2015_L1,Unknown_ASV,0.193181818
FLD0337_19_03_2015_L2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0
FLD0337_19_03_2015_L2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0
FLD0337_19_03_2015_L2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0
FLD0337_19_03_2015_L2,Uncultured cyanophage clone BwC24 (ASV_6),0
FLD0337_19_03_2015_L2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0
FLD0337_19_03_2015_L2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0
FLD0337_19_03_2015_L2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0
FLD0337_19_03_2015_L2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0
FLD0337_19_03_2015_L2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0
FLD0337_19_03_2015_L2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0
FLD0337_19_03_2015_L2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.583333333
FLD0337_19_03_2015_L2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0
FLD0337_19_03_2015_L2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0337_19_03_2015_L2,Uncultured Myoviridae clone KUSW41 (ASV_19),0
FLD0337_19_03_2015_L2,Synechococcus phage S-LKM3 (ASV_20),0
FLD0337_19_03_2015_L2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0
FLD0337_19_03_2015_L2,Unknown_ASV,0.416666667
FLD0338_30_06_2015_p1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.172095668
FLD0338_30_06_2015_p1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.000238436
FLD0338_30_06_2015_p1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.000990426
FLD0338_30_06_2015_p1,Uncultured cyanophage clone BwC24 (ASV_6),0.027438465
FLD0338_30_06_2015_p1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.000972085
FLD0338_30_06_2015_p1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.003448149
FLD0338_30_06_2015_p1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.751109644
FLD0338_30_06_2015_p1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.016213639
FLD0338_30_06_2015_p1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.000476872
FLD0338_30_06_2015_p1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0
FLD0338_30_06_2015_p1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.011059756
FLD0338_30_06_2015_p1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.000476872
FLD0338_30_06_2015_p1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0338_30_06_2015_p1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.001485639
FLD0338_30_06_2015_p1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0338_30_06_2015_p1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),9.17E-05
FLD0338_30_06_2015_p1,Unknown_ASV,0.013902645
FLD0339_30_06_2015_L2,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.092238215
FLD0339_30_06_2015_L2,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0
FLD0339_30_06_2015_L2,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.000536149
FLD0339_30_06_2015_L2,Uncultured cyanophage clone BwC24 (ASV_6),0.022250175
FLD0339_30_06_2015_L2,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.000474285
FLD0339_30_06_2015_L2,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.002103353
FLD0339_30_06_2015_L2,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.848929765
FLD0339_30_06_2015_L2,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.011424094
FLD0339_30_06_2015_L2,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.00018559
FLD0339_30_06_2015_L2,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.000288696
FLD0339_30_06_2015_L2,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.006289438
FLD0339_30_06_2015_L2,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.000268074
FLD0339_30_06_2015_L2,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0339_30_06_2015_L2,Uncultured Myoviridae clone KUSW41 (ASV_19),0.001608446
FLD0339_30_06_2015_L2,Synechococcus phage S-LKM3 (ASV_20),0
FLD0339_30_06_2015_L2,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0
FLD0339_30_06_2015_L2,Unknown_ASV,0.01340372
FLD0340_16_07_2015_p1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.356164062
FLD0340_16_07_2015_p1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.000423081
FLD0340_16_07_2015_p1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.001034199
FLD0340_16_07_2015_p1,Uncultured cyanophage clone BwC24 (ASV_6),0.096909155
FLD0340_16_07_2015_p1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.001151722
FLD0340_16_07_2015_p1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.034457633
FLD0340_16_07_2015_p1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.417416853
FLD0340_16_07_2015_p1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.029286638
FLD0340_16_07_2015_p1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.001668821
FLD0340_16_07_2015_p1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.000916676
FLD0340_16_07_2015_p1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.011352685
FLD0340_16_07_2015_p1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.000775649
FLD0340_16_07_2015_p1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.000211541
FLD0340_16_07_2015_p1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.004301328
FLD0340_16_07_2015_p1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0340_16_07_2015_p1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.000352568
FLD0340_16_07_2015_p1,Unknown_ASV,0.043577389
FLD0341_16_07_2015_L1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.415247594
FLD0341_16_07_2015_L1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.000239537
FLD0341_16_07_2015_L1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.00093637
FLD0341_16_07_2015_L1,Uncultured cyanophage clone BwC24 (ASV_6),0.074256348
FLD0341_16_07_2015_L1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.001175907
FLD0341_16_07_2015_L1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.020665476
FLD0341_16_07_2015_L1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.403684509
FLD0341_16_07_2015_L1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.037324158
FLD0341_16_07_2015_L1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.0015461
FLD0341_16_07_2015_L1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.000566177
FLD0341_16_07_2015_L1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.009015287
FLD0341_16_07_2015_L1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.000783938
FLD0341_16_07_2015_L1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.000283089
FLD0341_16_07_2015_L1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.001328339
FLD0341_16_07_2015_L1,Synechococcus phage S-LKM3 (ASV_20),0.000130656
FLD0341_16_07_2015_L1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.00010888
FLD0341_16_07_2015_L1,Unknown_ASV,0.032707635
FLD0342_28_07_2015_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.592202401
FLD0342_28_07_2015_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.000998345
FLD0342_28_07_2015_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.000341539
FLD0342_28_07_2015_1,Uncultured cyanophage clone BwC24 (ASV_6),0.125633818
FLD0342_28_07_2015_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.002758584
FLD0342_28_07_2015_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.003310301
FLD0342_28_07_2015_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.203031816
FLD0342_28_07_2015_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.051730027
FLD0342_28_07_2015_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.00152379
FLD0342_28_07_2015_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0
FLD0342_28_07_2015_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.00294249
FLD0342_28_07_2015_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.001208523
FLD0342_28_07_2015_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.000157633
FLD0342_28_07_2015_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.00246959
FLD0342_28_07_2015_1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0342_28_07_2015_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0
FLD0342_28_07_2015_1,Unknown_ASV,0.011691144
FLD0344_30_07_2015_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.614582268
FLD0344_30_07_2015_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.006442377
FLD0344_30_07_2015_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0
FLD0344_30_07_2015_1,Uncultured cyanophage clone BwC24 (ASV_6),0.126444422
FLD0344_30_07_2015_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.001482769
FLD0344_30_07_2015_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.026025156
FLD0344_30_07_2015_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.134778607
FLD0344_30_07_2015_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.05552715
FLD0344_30_07_2015_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.001431639
FLD0344_30_07_2015_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.00086921
FLD0344_30_07_2015_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.014725432
FLD0344_30_07_2015_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.00066469
FLD0344_30_07_2015_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0
FLD0344_30_07_2015_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.003425708
FLD0344_30_07_2015_1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0344_30_07_2015_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0
FLD0344_30_07_2015_1,Unknown_ASV,0.013600573
FLD0347_04_08_2015_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.394234285
FLD0347_04_08_2015_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.284892934
FLD0347_04_08_2015_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0.0006298
FLD0347_04_08_2015_1,Uncultured cyanophage clone BwC24 (ASV_6),0.112348137
FLD0347_04_08_2015_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.002173825
FLD0347_04_08_2015_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.013855593
FLD0347_04_08_2015_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.132237617
FLD0347_04_08_2015_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.033196538
FLD0347_04_08_2015_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.00235667
FLD0347_04_08_2015_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0.001137703
FLD0347_04_08_2015_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.013652432
FLD0347_04_08_2015_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.000914225
FLD0347_04_08_2015_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.000284426
FLD0347_04_08_2015_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.002417618
FLD0347_04_08_2015_1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0347_04_08_2015_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0.000203161
FLD0347_04_08_2015_1,Unknown_ASV,0.005465036
FLD0351_10_08_2015_1,Uncultured cyanophage clone KRB1008M5 (ASV_1),0.463571429
FLD0351_10_08_2015_1,Uncultured cyanomyovirus clone SZCPS18 (ASV_4),0.249323308
FLD0351_10_08_2015_1,Uncultured Myoviridae g20_82_56_1%_NEQ (ASV_5),0
FLD0351_10_08_2015_1,Uncultured cyanophage clone BwC24 (ASV_6),0.102105263
FLD0351_10_08_2015_1,Uncultured Myoviridae g20_94_44_1%_NEQ (ASV_7),0.003157895
FLD0351_10_08_2015_1,Uncultured cyanomyovirus clone 88268CPSCC8 (ASV_8),0.028721805
FLD0351_10_08_2015_1,Uncultured cyanophage clone LAB_g20_b26_C12 (ASV_9),0.059962406
FLD0351_10_08_2015_1,Uncultured cyanophage clone KRB1008M5 (ASV_10),0.050714286
FLD0351_10_08_2015_1,Uncultured cyanophage clone LAB_g20_b28_D9 (ASV_11),0.002255639
FLD0351_10_08_2015_1,Uncultured cyanomyovirus clone 45202CPSCC1 (ASV_12),0
FLD0351_10_08_2015_1,Uncultured cyanophage clone KRA0808M1 (ASV_13),0.027669173
FLD0351_10_08_2015_1,Cyanophage LLM-cg20-1 clone LLM-cg20-1 (ASV_15),0.001165414
FLD0351_10_08_2015_1,Cyanophage S-RIM isolate S-RIM5 (ASV_18),0.000488722
FLD0351_10_08_2015_1,Uncultured Myoviridae clone KUSW41 (ASV_19),0.00556391
FLD0351_10_08_2015_1,Synechococcus phage S-LKM3 (ASV_20),0
FLD0351_10_08_2015_1,Uncultured Myoviridae g20_61_47_1%_UW (ASV_21),0
FLD0351_10_08_2015_1,Unknown_ASV,0.005300752
